,tiempo_subida,id,tipo_dia,nviaje,netapa,par_subida,par_bajada,diferencia_tiempo
31427,2013-09-23 08:13:45,54032956,LABORAL,1,1,ELISA CORREA,PARQUE BUSTAMANTE,-5 days +11:23:09.000000000
31426,2013-09-23 11:48:15,54032956,LABORAL,2,1,PARQUE BUSTAMANTE,SAN MIGUEL,0 days 03:34:30.000000000
31425,2013-09-23 14:39:43,54032956,LABORAL,3,1,T-25-228-NS-20,L-28-8-NS-70,0 days 02:51:28.000000000
31424,2013-09-23 14:49:54,54032956,LABORAL,3,2,L-28-8-NS-70,L-28-8-NS-120,0 days 00:10:11.000000000
31423,2013-09-23 15:46:44,54032956,LABORAL,4,1,L-28-15-OP-15,L-31-24-SN-5,0 days 00:56:50.000000000
31422,2013-09-23 16:15:01,54032956,LABORAL,4,2,CARLOS VALDOVINOS,ELISA CORREA,0 days 00:28:17.000000000
31421,2013-09-23 16:45:52,54032956,LABORAL,4,3,L-34-52-PO-5,,0 days 00:30:51.000000000
31420,2013-09-24 06:59:28,54032956,LABORAL,5,1,L-34-52-OP-35,L-34-52-OP-105,0 days 14:13:36.000000000
31419,2013-09-24 07:05:47,54032956,LABORAL,5,2,ELISA CORREA,SANTA ISABEL,0 days 00:06:19.000000000
31428,2013-09-24 07:43:43,54032956,LABORAL,5,3,L-14-10-PO-5,,0 days 00:37:56.000000000
31418,2013-09-24 13:20:16,54032956,LABORAL,6,1,CARLOS VALDOVINOS,PARQUE BUSTAMANTE,0 days 05:36:33.000000000
31417,2013-09-24 19:23:59,54032956,LABORAL,7,1,PARQUE BUSTAMANTE,ELISA CORREA,0 days 06:03:43.000000000
31416,2013-09-24 20:08:48,54032956,LABORAL,7,2,L-34-52-PO-5,L-34-52-PO-30,0 days 00:44:49.000000000
31415,2013-09-25 07:19:26,54032956,LABORAL,8,1,L-34-52-OP-35,L-34-52-OP-105,0 days 11:10:38.000000000
31414,2013-09-25 07:25:30,54032956,LABORAL,9,1,ELISA CORREA,SANTA ISABEL,0 days 00:06:04.000000000
31413,2013-09-25 08:00:23,54032956,LABORAL,10,1,L-14-10-PO-5,L-18-6-PO-110,0 days 00:34:53.000000000
31412,2013-09-25 12:13:42,54032956,LABORAL,11,1,L-14-10-OP-15,T-14-116-OP-65,0 days 04:13:19.000000000
31411,2013-09-25 12:27:33,54032956,LABORAL,11,2,PARQUE BUSTAMANTE,UNIVERSIDAD DE SANTIAGO,0 days 00:13:51.000000000
31410,2013-09-25 12:54:30,54032956,LABORAL,12,1,T-7-53-PO-70,T-7-53-PO-75,0 days 00:26:57.000000000
31409,2013-09-25 13:18:35,54032956,LABORAL,13,1,T-7-53-PO-70,T-20-134-NS-5,0 days 00:24:05.000000000
31408,2013-09-25 18:45:13,54032956,LABORAL,14,1,PARQUE BUSTAMANTE,ELISA CORREA,0 days 05:26:38.000000000
31407,2013-09-25 19:32:18,54032956,LABORAL,15,1,L-34-52-PO-5,L-34-52-PO-30,0 days 00:47:05.000000000
31406,2013-09-26 07:12:06,54032956,LABORAL,16,1,L-34-52-OP-35,L-34-52-OP-105,0 days 11:39:48.000000000
31405,2013-09-26 07:17:35,54032956,LABORAL,17,1,ELISA CORREA,SANTA ISABEL,0 days 00:05:29.000000000
31404,2013-09-26 07:49:02,54032956,LABORAL,18,1,L-14-10-PO-5,L-18-6-PO-110,0 days 00:31:27.000000000
31403,2013-09-26 12:55:11,54032956,LABORAL,19,1,L-14-10-OP-15,T-14-116-OP-65,0 days 05:06:09.000000000
31402,2013-09-26 19:16:29,54032956,LABORAL,20,1,PARQUE BUSTAMANTE,ELISA CORREA,0 days 06:21:18.000000000
31401,2013-09-26 19:51:30,54032956,LABORAL,20,2,L-34-22-SN-54,L-34-52-PO-30,0 days 00:35:01.000000000
31400,2013-09-27 07:16:24,54032956,LABORAL,21,1,L-34-52-OP-35,L-34-52-OP-105,0 days 11:24:54.000000000
31399,2013-09-27 07:21:41,54032956,LABORAL,22,1,ELISA CORREA,SANTA ISABEL,0 days 00:05:17.000000000
31398,2013-09-27 07:54:14,54032956,LABORAL,23,1,L-14-10-PO-5,L-18-6-PO-110,0 days 00:32:33.000000000
31397,2013-09-27 12:24:23,54032956,LABORAL,24,1,L-14-10-OP-15,T-14-116-OP-65,0 days 04:30:09.000000000
31396,2013-09-27 16:24:16,54032956,LABORAL,25,1,PARQUE BUSTAMANTE,PLAZA DE ARMAS,0 days 03:59:53.000000000
31395,2013-09-27 18:33:41,54032956,LABORAL,26,1,PLAZA DE ARMAS,,0 days 02:09:25.000000000
