,tiempo_subida,id,tipo_dia,nviaje,netapa,par_subida,par_bajada,diferencia_tiempo
83121,2013-04-15 07:11:08,71357492,LABORAL,1,1,T-23-205-SN-75,T-20-205-SN-50,-5 days +11:29:02.000000000
83120,2013-04-15 16:43:17,71357492,LABORAL,2,1,E-20-199-NS-25,L-23-42-NS-5,0 days 09:32:09.000000000
83119,2013-04-15 17:24:27,71357492,LABORAL,2,2,L-23-43-PO-5,,0 days 00:41:10.000000000
83118,2013-04-16 06:52:10,71357492,LABORAL,3,1,T-23-205-SN-75,E-20-190-SN-5,0 days 13:27:43.000000000
83117,2013-04-16 16:20:07,71357492,LABORAL,4,1,T-20-53-PO-85,T-14-110-PO-45,0 days 09:27:57.000000000
83116,2013-04-16 16:37:45,71357492,LABORAL,4,2,T-14-127-NS-4,T-18-127-NS-5,0 days 00:17:38.000000000
83115,2013-04-16 21:36:59,71357492,LABORAL,5,1,T-18-155-NS-5,T-23-205-NS-5,0 days 04:59:14.000000000
83114,2013-04-16 22:39:24,71357492,LABORAL,5,2,L-23-43-PO-5,,0 days 01:02:25.000000000
83113,2013-04-17 16:19:47,71357492,LABORAL,6,1,T-20-201-NS-6,E-24-205-NS-55,0 days 17:40:23.000000000
83112,2013-04-17 17:02:39,71357492,LABORAL,7,1,E-24-205-NS-66,T-23-205-NS-45,0 days 00:42:52.000000000
83111,2013-04-17 17:25:20,71357492,LABORAL,8,1,T-23-205-SN-45,T-20-205-SN-48,0 days 00:22:41.000000000
83110,2013-04-18 16:15:11,71357492,LABORAL,9,1,L-27-11-NS-70,,0 days 22:49:51.000000000
83109,2013-04-19 07:09:47,71357492,LABORAL,10,1,T-23-205-SN-72,T-20-205-SN-48,0 days 14:54:36.000000000
83108,2013-04-19 16:13:16,71357492,LABORAL,11,1,T-20-53-PO-85,T-14-110-PO-40,0 days 09:03:29.000000000
83107,2013-04-19 16:38:41,71357492,LABORAL,11,2,T-14-127-NS-4,T-14-127-NS-45,0 days 00:25:25.000000000
83106,2013-04-19 21:21:27,71357492,LABORAL,12,1,T-18-155-NS-5,T-23-205-NS-5,0 days 04:42:46.000000000
83105,2013-04-19 22:21:19,71357492,LABORAL,12,2,L-23-43-PO-5,,0 days 00:59:52.000000000
83104,2013-04-20 07:26:57,71357492,SABADO,13,1,T-23-205-SN-72,E-20-190-SN-5,0 days 09:05:38.000000000
83103,2013-04-20 16:28:47,71357492,SABADO,14,1,E-20-199-NS-25,L-23-42-NS-5,0 days 09:01:50.000000000
83102,2013-04-20 17:11:05,71357492,SABADO,14,2,L-23-43-PO-5,,0 days 00:42:18.000000000
