,tiempo_subida,id,tipo_dia,nviaje,netapa,par_subida,par_bajada,diferencia_tiempo
70371,2013-09-23 07:10:34,68858644,LABORAL,1,1,L-6-2-PO-10,T-20-188-NS-11,-4 days +12:32:17.000000000
70370,2013-09-23 07:38:45,68858644,LABORAL,1,2,SANTA ANA,UNION LATINO AMERICANA,0 days 00:28:11.000000000
70369,2013-09-23 20:11:23,68858644,LABORAL,2,1,UNION LATINO AMERICANA,BAQUEDANO,0 days 12:32:38.000000000
70368,2013-09-23 20:28:10,68858644,LABORAL,2,2,E-14-134-SN-30,,0 days 00:16:47.000000000
70367,2013-09-24 10:44:01,68858644,LABORAL,3,1,L-6-2-PO-10,T-20-188-NS-15,0 days 14:15:51.000000000
70366,2013-09-24 11:08:29,68858644,LABORAL,3,2,SANTA ANA,UNIVERSIDAD DE SANTIAGO,0 days 00:24:28.000000000
70365,2013-09-24 21:24:10,68858644,LABORAL,4,1,UNIVERSIDAD DE SANTIAGO,BAQUEDANO,0 days 10:15:41.000000000
70364,2013-09-24 21:40:38,68858644,LABORAL,4,2,E-14-134-SN-30,,0 days 00:16:28.000000000
70363,2013-09-25 13:07:48,68858644,LABORAL,5,1,L-6-2-PO-10,T-20-188-NS-11,0 days 15:27:10.000000000
70362,2013-09-25 13:31:50,68858644,LABORAL,5,2,SANTA ANA,UNION LATINO AMERICANA,0 days 00:24:02.000000000
70361,2013-09-25 20:11:33,68858644,LABORAL,6,1,UNION LATINO AMERICANA,UNIVERSIDAD DE SANTIAGO,0 days 06:39:43.000000000
70360,2013-09-25 20:24:02,68858644,LABORAL,7,1,UNIVERSIDAD DE SANTIAGO,BAQUEDANO,0 days 00:12:29.000000000
70359,2013-09-25 20:40:55,68858644,LABORAL,7,2,E-14-134-SN-30,,0 days 00:16:53.000000000
70358,2013-09-26 12:47:35,68858644,LABORAL,8,1,L-6-2-PO-10,T-20-182-PO-44,0 days 16:06:40.000000000
70357,2013-09-26 13:47:14,68858644,LABORAL,8,2,UNIVERSIDAD DE CHILE,,0 days 00:59:39.000000000
70356,2013-09-27 13:23:17,68858644,LABORAL,9,1,L-6-2-PO-10,T-20-188-NS-15,0 days 23:36:03.000000000
70355,2013-09-27 13:49:32,68858644,LABORAL,9,2,SANTA ANA,ESTACION CENTRAL,0 days 00:26:15.000000000
70354,2013-09-27 21:03:48,68858644,LABORAL,10,1,ESTACION CENTRAL,BAQUEDANO,0 days 07:14:16.000000000
70353,2013-09-27 21:18:09,68858644,LABORAL,10,2,E-14-134-SN-30,,0 days 00:14:21.000000000
