,tiempo_subida,id,tipo_dia,nviaje,netapa,par_subida,par_bajada,diferencia_tiempo
82007,2013-04-15 08:30:12,70877364,LABORAL,1,1,ESCUELA MILITAR,UNIVERSIDAD DE CHILE,-6 days +10:10:14.000000000
82006,2013-04-15 18:50:32,70877364,LABORAL,2,1,UNIVERSIDAD DE CHILE,ESCUELA MILITAR,0 days 10:20:20.000000000
82005,2013-04-16 09:14:19,70877364,LABORAL,3,1,ESCUELA MILITAR,UNIVERSIDAD DE CHILE,0 days 14:23:47.000000000
82004,2013-04-16 20:04:41,70877364,LABORAL,4,1,UNIVERSIDAD DE CHILE,TOBALABA,0 days 10:50:22.000000000
82003,2013-04-16 20:21:19,70877364,LABORAL,4,2,T-14-110-PO-70,,0 days 00:16:38.000000000
82002,2013-04-17 08:48:27,70877364,LABORAL,5,1,ESCUELA MILITAR,UNIVERSIDAD DE CHILE,0 days 12:27:08.000000000
82001,2013-04-17 20:35:59,70877364,LABORAL,6,1,UNIVERSIDAD DE CHILE,TOBALABA,0 days 11:47:32.000000000
82000,2013-04-17 20:52:39,70877364,LABORAL,6,2,T-14-110-PO-70,,0 days 00:16:40.000000000
81999,2013-04-18 08:40:20,70877364,LABORAL,7,1,ESCUELA MILITAR,UNIVERSIDAD DE CHILE,0 days 11:47:41.000000000
81998,2013-04-18 19:24:25,70877364,LABORAL,8,1,UNIVERSIDAD DE CHILE,ESCUELA MILITAR,0 days 10:44:05.000000000
81997,2013-04-19 08:36:32,70877364,LABORAL,9,1,ESCUELA MILITAR,UNIVERSIDAD DE CHILE,0 days 13:12:07.000000000
81996,2013-04-19 18:41:38,70877364,LABORAL,10,1,UNIVERSIDAD DE CHILE,ESCUELA MILITAR,0 days 10:05:06.000000000
