,tiempo_subida,id,tipo_dia,nviaje,netapa,par_subida,par_bajada,diferencia_tiempo
36452,2013-09-23 09:07:33,54364058,LABORAL,1,1,ESCUELA MILITAR,UNIVERSIDAD DE CHILE,-7 days +13:41:05.000000000
36451,2013-09-23 20:21:42,54364058,LABORAL,2,1,UNIVERSIDAD DE CHILE,IRARRAZAVAL,0 days 11:14:09.000000000
36450,2013-09-23 20:37:19,54364058,LABORAL,2,2,E-18-156-PO-5,T-18-156-PO-37,0 days 00:15:37.000000000
36449,2013-09-24 08:52:22,54364058,LABORAL,3,1,T-18-156-OP-40,E-18-156-OP-70,0 days 12:15:03.000000000
36448,2013-09-24 09:05:38,54364058,LABORAL,3,2,IRARRAZAVAL,UNIVERSIDAD DE CHILE,0 days 00:13:16.000000000
36447,2013-09-24 19:47:16,54364058,LABORAL,4,1,UNIVERSIDAD DE CHILE,ESCUELA MILITAR,0 days 10:41:38.000000000
36446,2013-09-25 07:41:02,54364058,LABORAL,5,1,ESCUELA MILITAR,SANTA LUCIA,0 days 11:53:46.000000000
36445,2013-09-25 18:56:49,54364058,LABORAL,6,1,SANTA LUCIA,ESCUELA MILITAR,0 days 11:15:47.000000000
36444,2013-09-26 09:08:29,54364058,LABORAL,7,1,ESCUELA MILITAR,UNIVERSIDAD DE CHILE,0 days 14:11:40.000000000
36443,2013-09-26 18:57:32,54364058,LABORAL,8,1,UNIVERSIDAD DE CHILE,IRARRAZAVAL,0 days 09:49:03.000000000
36442,2013-09-26 19:11:38,54364058,LABORAL,8,2,E-18-156-PO-5,T-18-156-PO-37,0 days 00:14:06.000000000
36441,2013-09-27 08:52:22,54364058,LABORAL,9,1,T-18-156-OP-40,E-18-156-OP-70,0 days 13:40:44.000000000
36440,2013-09-27 09:04:45,54364058,LABORAL,9,2,IRARRAZAVAL,UNIVERSIDAD DE CHILE,0 days 00:12:23.000000000
36439,2013-09-27 21:13:40,54364058,LABORAL,10,1,UNIVERSIDAD DE CHILE,SANTA LUCIA,0 days 12:08:55.000000000
36438,2013-09-27 21:50:50,54364058,LABORAL,11,1,SANTA LUCIA,CRISTOBAL COLON,0 days 00:37:10.000000000
36437,2013-09-28 13:24:13,54364058,SABADO,12,1,CRISTOBAL COLON,GRECIA,0 days 15:33:23.000000000
36436,2013-09-28 13:53:23,54364058,SABADO,12,2,E-18-156-OP-5,T-18-156-OP-38,0 days 00:29:10.000000000
36435,2013-09-29 11:56:49,54364058,DOMINGO,13,1,T-18-159-SN-20,T-14-128-OP-13,0 days 22:03:26.000000000
36434,2013-09-29 12:23:12,54364058,DOMINGO,13,2,LOS LEONES,CRISTOBAL COLON,0 days 00:26:23.000000000
36433,2013-09-29 16:59:42,54364058,DOMINGO,14,1,L-17-11-OP-35,,0 days 04:36:30.000000000
