,tiempo_subida,id,tipo_dia,nviaje,netapa,par_subida,par_bajada,diferencia_tiempo
1176,2013-04-15 08:21:14,16703372,LABORAL,1,1,T-18-156-OP-40,T-20-53-OP-55,-5 days +18:01:17.000000000
1175,2013-04-15 19:13:00,16703372,LABORAL,2,1,UNIVERSIDAD DE CHILE,IRARRAZAVAL,0 days 10:51:46.000000000
1174,2013-04-16 08:37:49,16703372,LABORAL,3,1,E-18-156-OP-70,T-20-53-OP-55,0 days 13:24:49.000000000
1173,2013-04-16 18:15:16,16703372,LABORAL,4,1,T-20-53-PO-85,L-18-24-NS-5,0 days 09:37:27.000000000
1172,2013-04-17 08:30:32,16703372,LABORAL,5,1,T-18-156-OP-40,T-20-53-OP-55,0 days 14:15:16.000000000
1171,2013-04-17 18:53:07,16703372,LABORAL,6,1,T-20-53-PO-85,T-18-156-PO-37,0 days 10:22:35.000000000
1170,2013-04-18 08:40:28,16703372,LABORAL,7,1,T-18-156-OP-40,T-20-53-OP-55,0 days 13:47:21.000000000
1169,2013-04-18 18:44:23,16703372,LABORAL,8,1,T-20-53-PO-85,T-18-156-PO-37,0 days 10:03:55.000000000
1168,2013-04-19 08:36:13,16703372,LABORAL,9,1,T-18-156-OP-40,T-20-53-OP-55,0 days 13:51:50.000000000
1167,2013-04-19 17:09:21,16703372,LABORAL,10,1,T-20-53-PO-85,T-18-156-PO-37,0 days 08:33:08.000000000
